customer_id,segment,recency_days,frequency,monetary,cltv,R_score,F_score,M_score,RFM_score,churn_risk,channel,country,crm_action
1202,At-Risk,144,2,390,172.69,5,3,3,533,0,Social,Australia,Win-back campaign within 7 days
1203,At-Risk,550,2,1650,730.62,3,3,4,334,0,Offline,Canada,Win-back campaign within 7 days
1204,At-Risk,361,2,380,168.72,4,3,3,433,0,Offline,Canada,Win-back campaign within 7 days
1205,Promising,618,4,3650,1622.79,3,5,5,355,0,Search,Spain,Cross-sell — travel rewards / premium product
1206,At-Risk,539,2,145,64.38,3,3,2,332,0,Offline,Italy,Win-back campaign within 7 days
1207,Lost,1619,1,32,14.21,1,1,1,111,1,Social,Japan,Suppress — flag for quarterly review
1208,Lost,1619,1,420,186.48,1,1,3,113,1,Search,China,Suppress — flag for quarterly review
1209,At-Risk,371,2,230,102.4,4,3,3,433,0,Social,China,Win-back campaign within 7 days
1210,At-Risk,216,2,1725,767.97,5,3,4,534,0,Social,Spain,Win-back campaign within 7 days
1211,Promising,146,3,3088,1373.54,5,5,5,555,0,Search,Spain,Cross-sell — travel rewards / premium product
1212,Lost,1618,1,600,266.4,1,1,4,114,1,Social,China,Suppress — flag for quarterly review
1213,Lost,1618,1,350,155.4,1,1,3,113,1,Search,Spain,Suppress — flag for quarterly review
1214,Lost,1617,1,20,8.93,1,1,1,111,1,Search,India,Suppress — flag for quarterly review
1215,Champions,31,2,4548,2024.77,5,3,5,535,0,Social,Japan,Referral program + premium card upsell
1216,At-Risk,92,2,2610,1161.97,5,3,5,535,0,Social,Canada,Win-back campaign within 7 days
1217,Champions,50,3,6850,3057.84,5,5,5,555,0,Social,USA,Referral program + premium card upsell
1218,Lost,1614,1,2000,892.8,1,1,4,114,1,Social,UK,Suppress — flag for quarterly review
1219,At-Risk,186,2,65,29.02,5,3,1,531,0,Social,USA,Win-back campaign within 7 days
1220,At-Risk,289,2,248,111.0,4,3,3,433,0,Offline,USA,Win-back campaign within 7 days
1221,At-Risk,370,2,435,194.71,4,3,3,433,0,Social,Canada,Win-back campaign within 7 days
1222,Promising,211,3,920,411.43,5,5,4,554,0,Social,Spain,Cross-sell — travel rewards / premium product
1223,At-Risk,0,2,240,107.42,5,3,3,533,0,Search,Canada,Win-back campaign within 7 days
1224,Lost,1608,1,420,188.5,1,1,3,113,1,Social,UK,Suppress — flag for quarterly review
1225,Lost,1605,1,175,78.54,1,1,2,112,1,Social,USA,Suppress — flag for quarterly review
1226,Lost,1604,1,60,26.93,1,1,1,111,1,Offline,Canada,Suppress — flag for quarterly review
1227,At-Risk,295,2,175,78.54,4,3,2,432,0,Other,UK,Win-back campaign within 7 days
1228,At-Risk,495,2,518,233.1,4,3,4,434,0,Other,Italy,Win-back campaign within 7 days
1229,At-Risk,219,2,450,202.5,5,3,3,533,0,Social,India,Win-back campaign within 7 days
1230,At-Risk,432,2,240,108.0,4,3,3,433,0,Other,Australia,Win-back campaign within 7 days
1231,Lost,1600,1,125,56.4,1,1,2,112,1,Other,Australia,Suppress — flag for quarterly review
1232,Lost,1598,1,360,162.43,1,1,3,113,1,Other,UK,Suppress — flag for quarterly review
1233,Lost,1598,1,280,126.34,1,1,3,113,1,Social,Spain,Suppress — flag for quarterly review
1234,Lost,1596,1,1500,676.8,1,1,4,114,1,Social,India,Suppress — flag for quarterly review
1235,Lost,1594,1,120,54.14,1,1,2,112,1,Search,India,Suppress — flag for quarterly review
1236,Lost,1592,1,50,22.56,1,1,1,111,1,Other,Canada,Suppress — flag for quarterly review
1237,Lost,1590,1,1000,453.6,1,1,4,114,1,Search,Japan,Suppress — flag for quarterly review
1238,Champions,459,2,6210,2809.4,4,3,5,435,0,Social,China,Referral program + premium card upsell
1239,Lost,1588,1,60,27.22,1,1,1,111,1,Social,Italy,Suppress — flag for quarterly review
1240,Promising,218,3,1312,595.12,5,5,4,554,0,Social,USA,Cross-sell — travel rewards / premium product
1241,At-Risk,234,2,700,317.52,5,3,4,534,0,Social,Australia,Win-back campaign within 7 days
1242,Lost,1585,1,140,63.5,1,1,2,112,1,Other,Spain,Suppress — flag for quarterly review
1243,At-Risk,725,2,2360,1073.33,3,3,5,335,0,Offline,UK,Win-back campaign within 7 days
1244,At-Risk,257,2,3050,1387.14,4,3,5,435,0,Social,Australia,Win-back campaign within 7 days
1245,Lost,1583,1,120,54.72,1,1,2,112,1,Social,Italy,Suppress — flag for quarterly review
1246,Champions,563,2,7340,3338.23,3,3,5,335,0,Social,Canada,Referral program + premium card upsell
1247,At-Risk,55,2,2140,973.27,5,3,5,535,0,Offline,Spain,Win-back campaign within 7 days
1248,Lost,1582,1,8,3.65,1,1,1,111,1,Other,Italy,Suppress — flag for quarterly review
1249,Lost,1581,1,320,145.92,1,1,3,113,1,Social,Canada,Suppress — flag for quarterly review
1250,At-Risk,614,2,2300,1048.8,3,3,5,335,0,Social,Spain,Win-back campaign within 7 days
1251,Lost,1577,1,150,68.4,1,1,2,112,1,Social,UK,Suppress — flag for quarterly review
1252,Lost,1576,1,2400,1094.4,1,1,5,115,1,Offline,Canada,Suppress — flag for quarterly review
1253,Champions,3,2,6900,3154.68,5,3,5,535,0,Social,Italy,Referral program + premium card upsell
1254,Lost,1575,1,150,68.4,1,1,2,112,1,Search,Spain,Suppress — flag for quarterly review
1255,At-Risk,219,2,608,277.98,5,3,4,534,0,Offline,Japan,Win-back campaign within 7 days
1256,Lost,1573,1,300,137.52,1,1,3,113,1,Social,UK,Suppress — flag for quarterly review
1257,Promising,200,3,1280,585.73,5,5,4,554,0,Social,India,Cross-sell — travel rewards / premium product
1258,At-Risk,229,2,460,210.86,5,3,4,534,0,Social,Spain,Win-back campaign within 7 days
1259,Lost,1571,1,60,27.5,1,1,1,111,1,Search,China,Suppress — flag for quarterly review
1260,Lost,1571,1,3000,1375.2,1,1,5,115,1,Offline,Australia,Suppress — flag for quarterly review
1261,At-Risk,328,2,480,220.03,4,3,4,434,0,Social,Italy,Win-back campaign within 7 days
1262,Lost,1567,1,1500,687.6,1,1,4,114,1,Offline,China,Suppress — flag for quarterly review
1263,Lost,1566,1,140,64.51,1,1,2,112,1,Search,Australia,Suppress — flag for quarterly review
1264,Lost,1566,1,70,32.26,1,1,1,111,1,Social,Australia,Suppress — flag for quarterly review
1265,Lost,1565,1,60,27.65,1,1,1,111,1,Social,Canada,Suppress — flag for quarterly review
1266,At-Risk,123,2,158,72.81,5,3,2,532,0,Social,China,Win-back campaign within 7 days
1267,At-Risk,93,2,168,77.41,5,3,2,532,0,Offline,Japan,Win-back campaign within 7 days
1268,Lost,1562,1,35,16.13,1,1,1,111,1,Social,India,Suppress — flag for quarterly review
1269,Lost,1562,1,36,16.59,1,1,1,111,1,Search,Canada,Suppress — flag for quarterly review
1270,Lost,1559,1,24,11.06,1,1,1,111,1,Social,Italy,Suppress — flag for quarterly review
1271,Champions,54,2,6540,3021.48,5,3,5,535,0,Social,China,Referral program + premium card upsell
1272,Lost,1557,1,105,48.64,1,1,2,112,1,Social,Japan,Suppress — flag for quarterly review
1273,Lost,1554,1,75,34.74,1,1,1,111,1,Social,Japan,Suppress — flag for quarterly review
1274,Promising,117,3,950,440.8,5,5,4,554,0,Other,Italy,Cross-sell — travel rewards / premium product
1275,Champions,633,2,7235,3359.93,3,3,5,335,0,Search,Japan,Referral program + premium card upsell
1276,At-Risk,603,2,690,320.44,3,3,4,334,0,Search,India,Win-back campaign within 7 days
1277,Promising,467,3,552,256.57,4,5,4,454,0,Other,Canada,Cross-sell — travel rewards / premium product
1278,Champions,9,2,10500,4876.2,5,3,5,535,0,Social,Australia,Referral program + premium card upsell
1279,At-Risk,73,2,540,251.42,5,3,4,534,0,Social,China,Win-back campaign within 7 days
1280,At-Risk,427,2,125,58.2,4,3,2,432,0,Social,Canada,Win-back campaign within 7 days
1281,Lost,1544,1,70,32.59,1,1,1,111,1,Social,Canada,Suppress — flag for quarterly review
1282,Lost,1542,1,140,65.52,1,1,2,112,1,Social,Australia,Suppress — flag for quarterly review
1283,Lost,1541,1,300,140.4,1,1,3,113,1,Offline,Canada,Suppress — flag for quarterly review
1284,At-Risk,538,2,416,194.69,4,3,3,433,0,Other,Japan,Win-back campaign within 7 days
1285,Lost,1539,1,125,58.5,1,1,2,112,1,Social,Australia,Suppress — flag for quarterly review
